,矢板の全長,引張材位置,腹起し番号
6525,17.0,4.5,6
6526,16.1,7.5,8
6527,14.3,3.8,3
6528,13.9,2.5,9
6529,12.1,4.1,3
6530,11.2,2.7,6
6531,10.3,1.2,8
6532,12.0,3.0,7
6533,11.1,2.1,10
6534,9.4,3.4,4
6535,8.5,2.1,6
6536,9.3,2.4,8
6537,8.4,1.7,10
6538,7.1,3.9,9
6539,6.2,2.8,1
6540,10.7,1.2,6
6541,4.4,0.2,5
6542,10.7,5.9,10
6543,9.8,4.5,2
6544,8.9,2.1,5
6545,12.1,1.6,4
6546,6.7,2.8,5
6547,18.0,4.8,4
6548,11.2,2.8,10
6549,10.4,1.7,3
6550,9.8,4.3,8
6551,8.9,2.9,1
6552,14.3,3.0,8
6553,13.4,6.6,10
6554,12.5,4.6,2
6555,17.6,6.0,1
6556,12.6,4.1,6
6557,15.8,1.7,6
6558,9.4,3.0,5
6559,8.5,1.6,7
6560,3.5,1.8,2
6561,12.6,1.9,8
6562,7.6,0.6,4
6563,19.0,8.2,3
6564,18.1,6.1,5
6565,13.1,4.8,10
6566,6.7,3.6,10
6567,5.8,1.7,2
6568,16.2,7.1,4
6569,9.8,4.1,3
6570,9.0,2.8,5
6571,8.1,2.0,8
6572,8.9,7.4,9
6573,8.0,4.9,2
6574,7.2,3.2,4
6575,11.2,2.3,5
6576,14.5,3.8,5
6577,9.5,3.5,10
6578,3.1,1.0,9
6579,10.3,3.5,1
6580,9.4,3.8,4
6581,8.5,6.1,6
6582,7.6,4.5,8
6583,16.8,4.1,4
6584,6.3,3.3,6
6585,16.7,8.5,8
6586,10.0,3.8,4
6587,9.1,2.4,6
6588,10.8,5.6,6
6589,9.9,4.0,8
6590,13.1,2.8,7
6591,12.2,3.4,10
6592,18.5,7.3,4
6593,12.1,2.9,4
6594,10.5,0.7,8
6595,12.2,8.7,8
6596,10.4,4.5,2
6597,13.6,2.4,2
6598,12.7,1.5,4
6599,11.8,2.0,6
6600,11.4,2.7,2
6601,10.5,1.7,4
6602,17.7,3.4,7
6603,16.8,2.4,9
6604,15.9,6.3,1
6605,9.5,3.4,1
6606,10.3,5.5,2
6607,14.0,2.2,10
6608,7.7,4.2,9
6609,6.8,2.7,1
6610,5.9,1.6,4
6611,13.1,5.5,6
6612,16.4,3.7,5
6613,11.7,7.6,4
6614,9.9,3.5,9
6615,9.1,2.2,1
6616,8.2,1.3,3
6617,7.3,2.9,6
6618,6.4,1.6,8
6619,5.9,1.6,4
6620,5.0,0.9,6
6621,12.2,3.2,8
6622,11.3,7.1,1
6623,14.6,4.2,10
6624,13.7,2.0,2
6625,12.8,1.1,5
6626,14.5,2.3,4
6627,8.6,5.8,2
6628,7.7,4.1,4
6629,12.6,4.4,3
6630,16.0,1.0,2
6631,15.1,4.4,4
6632,8.7,1.7,4
6633,15.9,6.2,6
6634,9.2,3.0,2
6635,13.2,5.4,3
6636,12.8,0.3,9
6637,14.5,8.1,9
6638,13.6,5.8,1
6639,7.3,3.2,1
6640,6.4,2.0,3
6641,9.6,0.7,2
6642,16.8,8.3,4
6643,10.5,5.1,4
6644,9.6,3.6,6
6645,3.2,1.5,6
6646,10.4,5.4,8
6647,9.5,4.2,10
6648,12.8,4.6,10
6649,14.1,7.0,5
6650,18.2,4.2,6
6651,11.8,2.4,6
6652,5.1,0.6,2
6653,4.6,2.6,7
6654,3.7,1.5,10
6655,10.9,5.7,2
6656,14.2,3.2,1
6657,13.3,2.5,4
6658,8.3,4.9,9
6659,11.5,2.2,8
6660,18.7,5.4,1
6661,17.8,3.4,3
6662,16.9,2.0,5
6663,16.0,5.7,8
6664,15.6,5.9,3
6665,10.5,4.7,9
6666,13.8,2.6,8
6667,12.9,1.6,10
6668,12.0,2.2,3
6669,19.2,7.9,5
6670,12.8,5.2,4
6671,11.9,2.3,7
6672,5.5,0.8,6
6673,10.1,0.5,1
6674,11.8,7.4,1
6675,15.1,4.3,10
6676,14.3,2.8,2
6677,13.4,1.7,5
6678,15.1,3.7,4
6679,14.2,7.4,6
6680,7.8,4.3,6
6681,9.2,6.7,1
6682,18.2,6.5,7
6683,17.3,5.1,10
6684,15.6,5.0,4
6685,9.2,2.1,4
6686,10.1,3.7,5
6687,3.3,0.9,1
6688,14.7,2.8,10
6689,13.8,1.8,3
6690,7.4,3.0,2
6691,6.5,1.7,4
6692,13.7,6.2,7
6693,12.8,4.7,9
6694,11.4,6.4,7
6695,4.7,2.1,3
6696,11.9,5.9,5
6697,8.8,1.7,4
6698,12.0,0.6,3
6699,9.6,7.9,6
6700,12.9,4.8,5
6701,12.0,3.3,7
6702,11.1,2.1,10
6703,6.1,2.0,5
6704,17.4,9.1,4
6705,16.5,7.2,7
6706,9.2,2.0,8
6707,8.3,1.0,1
6708,7.4,0.5,3
6709,6.1,1.3,1
6710,7.5,3.2,7
6711,10.7,1.2,6
6712,6.0,2.1,5
6713,17.0,3.0,1
6714,16.1,5.7,3
6715,11.4,7.0,2
6716,10.5,2.7,4
6717,9.6,1.3,7
6718,8.8,5.3,9
6719,8.0,3.6,1
6720,7.4,3.4,7
6721,12.0,2.8,2
6722,5.6,1.3,2
6723,10.2,3.4,7
6724,9.3,1.8,9
6725,8.8,2.6,5
6726,10.1,4.3,1
6727,15.2,0.6,10
6728,8.8,5.8,9
6729,19.7,8.6,5
6730,18.9,5.4,7
6731,10.2,0.9,3
6732,17.4,3.0,5
6733,16.6,7.0,7
6734,15.7,5.1,10
6735,9.3,2.6,9
6736,8.4,1.5,1
6737,10.1,4.6,1
6738,9.2,3.5,3
6739,8.4,4.6,5
6740,11.6,1.9,5
6741,18.8,5.4,7
6742,12.1,3.2,3
6743,11.6,1.9,9
6744,12.9,1.2,5
6745,16.2,5.7,4
6746,5.7,4.0,6
6747,10.6,4.8,5
6748,12.9,1.8,7
6749,12.1,2.3,9
6750,13.0,3.9,1
6751,14.2,5.7,7
6752,7.1,2.3,8
6753,6.2,4.5,1
6754,5.3,3.0,3
6755,16.6,7.2,2
6756,15.7,3.8,5
6757,14.8,2.7,7
6758,8.4,1.2,6
6759,7.5,2.3,8
6760,6.2,1.1,7
6761,13.4,2.6,9
6762,12.5,1.2,1
6763,11.6,6.2,4
6764,16.2,5.8,9
6765,15.7,4.4,5
6766,8.9,2.3,10
6767,8.0,0.5,3
6768,7.5,3.1,9
6769,6.7,1.9,1
6770,13.9,6.5,3
6771,13.0,5.1,5
6772,5.7,3.8,7
6773,8.9,1.8,1
6774,8.0,1.1,3
6775,12.6,3.2,8
6776,13.4,3.9,10
6777,12.5,2.7,2
6778,6.2,2.2,1
6779,10.8,4.0,7
6780,10.3,3.5,2
6781,9.4,2.1,5
6782,10.7,3.2,1
6783,10.2,2.2,6
6784,9.3,6.6,9
6785,8.4,4.7,1
6786,11.7,2.4,10
6787,10.8,1.4,3
6788,18.0,4.6,5
6789,17.2,7.7,7
6790,15.4,3.9,2
6791,8.1,1.0,4
6792,9.8,1.5,3
6793,13.0,4.1,2
6794,12.1,2.5,5
6795,11.2,1.4,7
6796,18.4,4.4,9
6797,17.6,3.4,2
6798,10.4,3.5,3
6799,9.5,1.8,6
6800,16.7,5.1,8
6801,10.3,2.7,7
6802,14.9,3.0,2
6803,8.5,4.2,2
6804,7.6,2.9,4
6805,18.9,6.7,3
6806,6.3,1.6,2
6807,7.6,2.2,8
6808,6.7,1.7,10
6809,10.0,2.2,10
6810,17.2,7.5,2
6811,16.3,6.1,4
6812,9.9,3.7,4
6813,9.0,1.0,6
6814,8.1,2.9,8
6815,9.8,7.0,8
6816,9.0,5.3,10
6817,8.1,4.2,2
6818,17.2,2.5,8
6819,10.4,0.3,4
6820,5.8,3.7,3
6821,16.3,5.9,4
6822,15.4,3.3,7
6823,14.5,2.7,9
6824,8.1,3.4,8
6825,7.2,2.4,1
6826,6.3,0.9,3
6827,12.6,2.9,8
6828,11.7,5.9,10
6829,10.8,3.7,2
6830,4.5,1.4,2
6831,11.7,4.4,4
6832,8.6,0.8,3
6833,9.4,6.3,4
6834,7.6,3.8,9
6835,6.7,1.0,1
6836,5.8,3.2,4
6837,17.2,7.2,3
6838,16.4,5.5,5
6839,15.5,4.2,7
6840,14.6,1.4,10
6841,13.7,0.7,2
6842,13.1,4.4,8
6843,12.2,2.5,10
6844,13.1,2.1,2
6845,6.3,1.7,8
6846,17.7,4.0,7
6847,16.8,6.0,9
6848,15.9,4.2,2
6849,9.6,2.0,1
6850,8.7,1.2,3
6851,15.9,4.1,6
6852,15.0,7.6,8
6853,8.6,4.6,7
6854,11.8,2.1,7
6855,6.8,1.5,2
6856,11.8,1.5,1
6857,10.9,4.0,3
6858,15.9,4.9,2
6859,14.1,1.0,6
6860,8.2,3.3,4
6861,7.7,3.1,10
6862,12.3,3.3,5
6863,11.4,0.7,7
6864,10.5,2.7,10
6865,12.2,6.5,9
6866,11.3,4.9,1
6867,9.1,5.6,2
6868,8.2,3.3,4
6869,7.3,2.1,6
6870,13.6,4.0,1
6871,12.7,7.8,3
6872,6.3,4.8,3
6873,5.4,2.6,5
6874,16.7,4.3,4
6875,10.5,2.1,4
6876,9.6,1.4,6
6877,8.7,4.3,8
6878,13.3,4.2,3
6879,6.9,1.8,3
6880,14.1,3.6,5
6881,13.2,2.6,7
6882,10.0,2.2,6
6883,17.2,7.1,8
6884,16.4,5.7,1
6885,15.5,2.0,3
6886,9.2,0.6,2
6887,8.3,3.0,5
6888,10.0,6.7,4
6889,9.1,5.0,6
6890,8.2,3.8,9
6891,11.4,1.9,8
6892,6.4,3.8,3
6893,16.9,5.8,5
6894,10.5,3.2,4
6895,9.6,2.2,7
6896,14.6,6.8,5
6897,13.7,5.0,8
6898,12.8,2.8,10
6899,11.9,1.7,2
6900,13.7,3.0,2
6901,12.8,2.2,4
6902,11.9,5.9,6
6903,11.0,4.3,9
6904,15.9,5.2,7
6905,9.2,1.3,3
6906,16.4,4.9,6
6907,7.8,2.5,1
6908,8.3,2.9,10
6909,13.3,4.8,8
6910,12.4,1.2,1
6911,10.6,3.0,5
6912,15.5,3.9,4
6913,14.6,3.0,6
6914,13.7,0.3,9
6915,12.8,2.5,1
6916,8.3,3.3,10
6917,9.6,4.0,5
6918,10.6,0.7,1
6919,17.8,8.4,4
6920,11.1,3.3,9
6921,9.6,1.7,8
6922,8.7,1.0,10
6923,10.5,2.0,9
6924,15.1,7.5,4
6925,14.2,5.7,7
6926,13.3,4.2,9
6927,12.5,3.0,1
6928,11.9,0.9,7
6929,11.0,4.0,9
6930,10.1,2.6,2
6931,11.9,5.8,1
6932,14.7,6.2,1
6933,8.3,3.2,10
6934,7.4,2.1,3
6935,6.6,1.2,5
6936,8.3,4.3,4
6937,7.4,3.2,7
6938,5.6,2.3,1
6939,14.7,2.3,7
6940,13.8,1.6,9
6941,8.8,3.6,5
6942,7.9,2.1,7
6943,12.9,2.8,6
6944,12.0,1.9,8
6945,13.8,3.1,7
6946,10.2,1.7,3
6947,12.0,6.1,2
6948,10.2,1.9,7
6949,9.3,1.0,9
6950,11.0,8.8,8
6951,14.2,5.5,8
6952,13.3,4.1,10
6953,12.4,2.5,2
6954,11.5,1.5,4
6955,13.4,1.8,4
6956,12.5,6.6,6
6957,11.6,4.9,8
6958,5.2,2.3,8
6959,4.3,0.8,10
6960,15.6,4.3,10
6961,14.7,0.7,2
6962,8.3,2.9,1
6963,7.5,1.6,4
6964,14.7,5.6,6
6965,13.8,4.0,8
6966,7.5,2.7,7
6967,6.6,3.9,10
6968,11.2,3.7,5
6969,4.8,1.4,4
6970,9.7,1.9,3
6971,8.8,1.4,5
6972,8.0,1.8,8
6973,15.2,6.6,10
6974,12.1,1.5,9
6975,11.2,0.8,1
6976,18.4,9.2,3
6977,17.5,7.1,6
6978,16.6,5.3,8
6979,15.7,3.9,10
6980,9.3,1.9,10
6981,9.3,4.5,4
6982,8.4,2.9,6
6983,7.5,1.7,8
6984,18.8,3.2,8
6985,17.9,2.0,10
6986,5.3,1.8,9
6987,12.5,5.9,1
6988,5.7,2.8,7
6989,13.9,4.2,5
6990,15.3,7.0,1
6991,8.0,2.0,2
6992,7.1,1.0,5
6993,7.9,1.3,6
6994,7.0,4.6,9
6995,10.3,2.0,8
6996,12.1,5.3,8
6997,11.2,3.8,10
6998,3.9,2.8,2
6999,3.0,1.5,4
7000,10.2,6.9,6
7001,13.4,2.8,5
7002,8.4,1.8,1
7003,11.6,0.6,10
7004,10.7,2.1,2
7005,18.0,7.0,5
7006,9.4,1.6,1
7007,16.6,4.3,3
7008,15.7,3.0,5
7009,14.8,6.2,7
7010,13.9,4.6,10
7011,13.0,3.3,2
7012,12.1,2.3,4
7013,11.2,0.4,7
7014,10.8,2.7,2
7015,9.9,1.5,5
7016,17.1,4.9,7
7017,9.8,1.8,9
7018,8.9,3.7,1
7019,8.1,2.3,3
7020,9.8,6.0,3
7021,14.4,5.3,8
7022,8.0,3.4,7
7023,7.1,4.5,10
7024,6.2,2.7,2
7025,5.3,1.4,4
7026,12.5,4.5,7
7027,9.4,1.2,5
7028,8.6,2.4,8
7029,10.3,6.6,7
7030,8.5,3.5,2
7031,7.6,2.3,4
7032,6.7,1.6,6
7033,18.0,7.9,6
7034,17.1,4.9,8
7035,16.2,3.1,10
7036,15.3,1.8,2
7037,10.8,7.5,1
7038,9.9,5.4,3
7039,9.0,3.8,6
7040,12.2,1.7,5
7041,19.4,4.8,7
7042,13.0,3.1,7
7043,12.1,5.3,9
7044,11.2,3.8,1
7045,10.3,2.6,4
7046,9.5,0.8,6
7047,16.7,1.8,8
7048,8.1,1.9,4
7049,12.7,1.8,9
7050,10.3,5.4,2
7051,13.5,3.2,1
7052,10.8,2.6,8
7053,10.0,1.4,10
7054,9.5,0.9,6
7055,8.6,0.2,8
7056,3.6,1.9,4
7057,14.9,5.5,3
7058,14.0,3.8,5
7059,13.1,2.4,8
7060,6.8,1.0,7
7061,11.3,2.7,2
7062,13.1,7.0,2
7063,11.3,4.2,6
7064,10.8,4.0,2
7065,9.9,5.4,4
7066,9.0,3.5,7
7067,8.2,2.1,9
7068,7.3,1.1,1
7069,14.5,2.9,4
7070,13.6,7.9,6
7071,7.2,4.6,5
7072,6.3,3.1,8
7073,16.7,4.7,9
7074,10.4,2.9,9
7075,9.5,4.4,1
7076,8.7,3.0,3
7077,9.5,3.4,5
7078,8.6,1.9,7
7079,13.5,8.2,6
7080,5.9,1.9,4
7081,5.4,2.3,10
7082,9.9,1.9,5
7083,3.7,1.6,4
7084,10.9,7.6,7
7085,14.1,4.8,6
7086,13.2,2.1,8
7087,12.3,1.1,1
7088,11.4,0.4,3
7089,18.6,8.2,5
7090,5.9,2.5,4
7091,5.0,1.4,6
7092,12.2,4.1,9
7093,8.7,1.6,4
7094,8.2,2.4,10
7095,7.3,1.3,2
7096,8.1,1.0,4
7097,6.4,2.8,8
7098,17.7,5.9,8
7099,12.7,4.7,3
7100,10.9,2.9,8
7101,10.0,5.2,10
7102,2.7,1.0,2
7103,14.1,4.5,1
7104,13.2,2.0,3
7105,12.3,4.7,6
7106,11.4,3.2,8
7107,10.9,2.6,4
7108,10.0,1.5,6
7109,9.1,0.7,8
7110,4.1,2.5,3
7111,15.4,6.5,3
7112,14.5,4.9,5
7113,13.6,3.8,7
7114,12.8,1.1,10
7115,12.3,5.4,6
7116,12.8,5.7,4
7117,12.2,3.4,10
7118,11.3,2.0,2
7119,9.5,4.3,6
7120,8.6,2.6,9
7121,10.5,5.6,8
7122,9.6,4.1,10
7123,8.7,2.7,3
7124,11.0,2.8,4
7125,10.1,1.2,7
7126,11.8,2.7,6
7127,15.1,1.2,5
7128,10.0,4.9,1
7129,10.9,6.4,2
7130,14.2,3.9,2
7131,13.3,2.6,4
7132,6.9,1.2,3
7133,8.3,1.6,9
7134,7.4,4.2,2
7135,10.6,1.5,1
7136,17.8,6.5,3
7137,16.9,2.8,6
7138,16.4,0.7,1
7139,15.5,6.5,4
7140,14.6,4.5,6
7141,8.3,2.2,5
7142,7.4,1.2,8
7143,14.6,3.2,10
7144,13.7,8.0,2
7145,7.3,4.7,2
7146,6.5,3.3,4
7147,11.9,4.0,1
7148,15.1,5.7,10
7149,14.2,3.4,3
7150,7.8,1.3,2
7151,15.0,3.9,4
7152,14.1,2.8,7
7153,13.2,6.6,9
7154,7.0,3.6,8
7155,6.1,2.4,10
7156,5.2,0.9,3
7157,12.4,3.3,5
7158,11.5,2.5,7
7159,8.3,1.7,6
7160,15.5,6.5,8
7161,14.6,5.4,1
7162,12.4,5.0,1
7163,11.5,3.5,3
7164,10.6,2.4,6
7165,9.7,1.6,8
7166,8.8,1.7,10
7167,16.0,6.9,3
7168,12.9,1.5,1
7169,14.2,4.0,7
7170,13.8,1.2,3
7171,12.9,5.8,5
7172,12.0,4.5,8
7173,11.1,2.3,10
7174,10.2,1.4,2
7175,9.3,0.9,5
7176,14.3,3.9,3
7177,13.4,2.5,6
7178,2.9,1.0,8
7179,7.5,1.0,3
7180,7.0,3.3,9
7181,8.3,6.0,5
7182,13.3,6.6,4
7183,16.5,3.3,3
7184,15.7,3.2,5
7185,5.2,0.4,8
7186,4.3,2.6,10
7187,8.9,2.6,5
7188,8.3,2.8,1
7189,7.4,1.7,3
7190,11.1,1.9,1
7191,18.3,6.6,3
7192,12.0,4.1,2
7193,11.1,3.2,5
7194,10.2,0.5,7
7195,9.7,4.4,3
7196,8.8,2.4,5
7197,7.9,1.4,8
7198,7.0,0.8,10
7199,14.2,8.6,2
7200,10.3,1.7,3
7201,16.6,2.3,8
7202,10.2,4.9,7
7203,14.8,4.7,2
7204,13.9,2.4,5
7205,7.5,0.7,4
7206,14.7,2.6,6
7207,13.8,7.3,9
7208,10.7,1.5,7
7209,16.2,1.2,4
7210,14.4,3.4,9
7211,13.9,2.9,5
7212,13.0,2.0,7
7213,8.0,0.3,2
7214,12.9,5.1,1
7215,10.3,1.8,8
7216,9.4,2.4,10
7217,16.6,7.5,3
7218,9.3,2.9,4
7219,9.3,8.0,8
7220,12.5,4.9,8
7221,11.6,3.6,10
7222,10.7,1.5,2
7223,12.5,2.5,2
7224,17.0,9.0,7
7225,8.5,1.7,3
7226,15.7,6.1,5
7227,10.7,3.0,10
7228,7.5,3.9,9
7229,8.9,6.6,5
7230,12.1,3.6,4
7231,11.2,2.4,6
7232,10.3,1.2,9
7233,12.0,4.5,8
7234,11.1,0.8,10
7235,16.2,6.6,9
7236,15.3,4.8,1
7237,8.9,2.5,1
7238,10.3,2.9,7
7239,19.3,2.9,2
7240,12.6,4.0,8
7241,11.7,2.4,1
7242,13.4,5.6,10
7243,6.2,2.0,2
7244,11.2,6.9,10
7245,10.3,5.1,3
7246,9.4,3.8,5
7247,8.5,1.6,7
7248,7.6,0.9,10
7249,12.6,4.6,8
7250,11.7,3.1,1
7251,10.8,2.0,3
7252,18.0,6.4,5
7253,17.1,1.9,8
7254,10.8,5.7,7
7255,15.3,5.1,2
7256,9.0,2.5,2
7257,8.1,1.6,4
7258,15.3,5.4,6
7259,14.4,4.3,8
7260,8.1,4.7,8
7261,6.3,1.6,2
7262,5.7,1.7,8
7263,16.7,2.3,4
7264,4.0,1.6,3
7265,11.2,5.8,5
7266,14.5,3.1,5
7267,13.6,2.1,7
7268,12.7,1.5,9
7269,14.4,8.5,9
7270,7.7,3.7,4
7271,18.1,4.6,6
7272,11.7,2.5,5
7273,10.8,1.3,8
7274,11.6,7.5,9
7275,10.7,5.4,2
7276,9.8,3.8,4
7277,12.3,1.1,6
7278,14.0,7.3,5
7279,13.1,5.3,7
7280,6.7,2.7,7
7281,11.3,1.7,2
7282,12.1,1.3,4
7283,9.1,2.2,2
7284,8.2,1.1,5
7285,9.9,3.7,4
7286,14.5,4.0,9
7287,8.1,2.2,9
7288,11.3,1.8,8
7289,11.8,3.0,6
7290,11.3,2.1,2
7291,10.4,1.4,4
7292,9.5,2.5,7
7293,4.5,2.2,2
7294,3.6,1.1,4
7295,12.7,0.9,10
7296,11.8,0.5,2
7297,8.5,6.1,7
7298,11.8,3.5,6
7299,10.9,1.3,9
7300,10.0,0.7,1
7301,11.7,7.6,10
7302,14.0,2.8,2
7303,15.4,4.3,8
7304,14.5,2.8,10
7305,8.1,1.2,9
7306,7.3,0.6,2
7307,14.5,7.9,4
7308,8.2,4.8,3
7309,7.3,3.3,6
7310,5.8,2.2,4
7311,16.8,7.8,10
7312,15.9,6.0,2
7313,8.6,1.4,4
7314,13.7,2.4,2
7315,12.8,4.1,5
7316,6.4,1.5,4
7317,13.6,5.1,6
7318,12.7,4.4,9
7319,11.8,3.1,1
7320,10.9,2.1,3
7321,15.8,6.2,2
7322,15.0,4.9,4
7323,8.7,2.7,4
7324,7.8,0.7,6
7325,12.3,2.7,1
7326,14.1,6.9,1
7327,18.7,5.7,6
7328,12.3,3.4,5
7329,11.4,2.2,8
7330,10.5,1.3,10
7331,15.5,5.2,9
7332,10.4,4.8,4
7333,15.4,1.9,3
7334,14.5,8.0,5
7335,13.7,5.8,7
7336,12.8,3.9,10
7337,11.9,2.5,2
7338,11.4,2.3,8
7339,10.5,4.4,10
7340,9.6,2.9,2
7341,8.7,1.7,5
7342,3.7,1.6,10
7343,12.8,1.1,6
7344,11.9,2.4,8
7345,19.1,6.8,10
7346,18.2,4.7,3
7347,17.3,3.0,5
7348,6.9,1.8,7
7349,10.1,3.1,6
7350,9.2,1.7,9
7351,13.2,2.1,10
7352,12.3,1.2,2
7353,13.3,4.8,4
7354,12.4,3.1,6
7355,6.0,1.6,6
7356,7.4,2.3,1
7357,12.3,1.6,10
7358,15.5,4.8,10
7359,14.6,3.4,2
7360,16.0,5.3,8
7361,3.2,1.2,6
7362,9.5,7.4,1
7363,12.8,4.4,10
7364,11.9,3.1,3
7365,11.1,1.1,5
7366,18.3,2.4,7
7367,11.9,1.0,7
7368,11.0,5.0,9
7369,4.6,2.3,8
7370,3.7,1.2,1
7371,8.7,2.1,9
7372,9.1,6.1,8
7373,12.4,3.2,7
7374,11.5,1.9,9
7375,13.3,5.6,9
7376,12.4,4.3,1
7377,11.5,0.5,3
7378,5.1,2.6,3
7379,16.4,6.3,2
7380,11.4,5.1,7
7381,10.0,2.7,5
7382,9.1,6.6,8
7383,12.0,2.0,3
7384,13.7,5.9,3
7385,10.6,1.6,2
7386,11.9,3.2,7
7387,5.6,1.6,7
7388,12.8,8.7,9
7389,11.9,6.2,1
7390,8.8,1.5,10
7391,10.5,3.2,10
7392,15.1,2.0,5
7393,11.9,2.6,4
7394,13.3,4.7,9
7395,12.9,4.6,5
7396,6.0,1.4,1
7397,11.1,5.1,10
7398,10.2,3.6,2
7399,11.9,6.0,1
7400,11.0,4.0,4
7401,14.2,2.1,3
7402,13.3,1.1,5
7403,12.4,2.8,8
7404,11.5,1.5,10
7405,13.3,5.0,9
7406,6.5,1.5,5
7407,7.4,2.9,7
7408,6.5,5.1,9
7409,15.6,5.4,5
7410,13.8,1.4,10
7411,15.5,2.1,9
7412,8.8,0.8,5
7413,7.9,2.9,7
7414,7.4,3.0,3
7415,7.9,4.1,1
7416,17.0,2.9,7
7417,16.1,5.8,9
7418,15.2,4.2,2
7419,4.7,2.9,4
7420,3.8,1.8,6
7421,10.1,8.0,1
7422,13.4,4.6,10
7423,12.5,3.0,2
7424,6.1,1.0,2
7425,13.3,3.6,4
7426,10.2,3.2,3
7427,10.2,4.2,7
7428,8.4,2.2,2
7429,7.5,2.3,4
7430,14.7,6.5,6
7431,7.4,2.4,8
7432,6.5,1.4,10
7433,9.7,1.8,9
7434,11.6,6.2,9
7435,10.7,4.5,1
7436,9.8,3.2,3
7437,8.9,2.1,6
7438,10.6,4.5,5
7439,9.7,7.5,7
7440,14.3,6.2,3
7441,12.9,2.4,1
7442,6.1,1.8,7
7443,16.6,6.1,8
7444,3.9,1.3,7
7445,14.8,2.9,3
7446,14.3,2.8,9
7447,15.7,4.1,5
7448,14.8,7.6,7
7449,8.4,4.6,6
7450,7.5,2.5,9
7451,18.8,3.6,8
7452,6.1,0.7,7
7453,16.2,5.3,5
7454,14.8,3.1,3
7455,13.9,2.1,5
7456,13.0,3.5,8
7457,14.8,7.8,7
7458,13.9,6.1,9
7459,7.5,3.7,9
7460,6.6,2.6,1
7461,17.0,7.4,3
7462,16.1,5.2,5
7463,15.3,3.6,7
7464,14.4,2.3,10
7465,13.5,1.3,2
7466,12.6,2.2,4
7467,10.2,7.4,6
7468,13.5,4.9,6
7469,12.6,3.0,8
7470,6.2,1.6,7
7471,16.6,6.2,9
7472,15.7,4.1,1
7473,15.8,2.9,5
7474,10.7,8.9,1
7475,11.7,1.6,7
7476,13.1,4.2,2
7477,18.0,4.5,1
7478,11.6,2.7,10
7479,5.7,3.5,8
7480,16.2,5.6,10
7481,13.1,0.7,8
7482,14.5,1.2,4
7483,13.6,4.3,7
7484,7.2,1.7,6
7485,8.0,3.7,8
7486,7.1,3.0,10
7487,10.3,2.4,9
7488,17.5,7.6,2
7489,15.8,4.3,6
7490,14.9,3.3,8
7491,8.5,1.5,8
7492,13.5,4.6,7
7493,14.9,6.6,2
7494,11.7,1.6,1
7495,10.8,1.0,4
7496,12.6,2.8,3
7497,5.3,3.1,5
7498,4.4,1.9,7
7499,9.0,1.3,2
7500,10.7,2.4,1
7501,9.8,6.7,4
7502,6.7,1.2,3
7503,8.1,3.8,8
7504,18.5,2.7,10
7505,5.8,3.2,9
7506,17.1,7.3,8
7507,16.2,5.6,1
7508,15.3,3.8,3
7509,9.0,2.3,2
7510,8.1,2.7,5
7511,14.5,5.8,9
7512,13.6,4.4,1
7513,11.8,2.7,6
7514,10.9,3.3,8
7515,8.5,0.9,9
7516,10.4,3.7,8
7517,9.5,6.3,10
7518,8.6,4.5,3
7519,13.2,3.2,8
7520,12.3,2.2,10
7521,11.7,5.7,6
7522,10.8,3.9,8
7523,9.9,2.6,1
7524,9.0,1.6,3
7525,16.2,2.6,5
7526,15.4,1.8,8
7527,14.5,6.1,10
7528,19.5,6.4,9
7529,12.2,3.0,10
7530,11.3,4.4,3
7531,10.4,2.7,5
7532,9.5,1.5,7
7533,11.3,4.4,7
7534,10.4,3.3,9
7535,9.5,2.7,1
7536,10.3,7.0,3
7537,14.9,6.3,8
7538,6.3,1.8,4
7539,10.9,1.3,9
7540,10.0,1.7,1
7541,11.8,6.1,1
7542,10.9,3.3,3
7543,3.6,0.8,5
7544,8.2,2.4,10
7545,9.0,3.9,2
7546,8.1,2.7,4
7547,12.3,6.4,5
7548,9.1,1.2,4
7549,16.3,5.1,6
7550,9.6,1.3,2
7551,9.0,2.3,8
7552,8.1,2.9,10
7553,14.5,5.7,5
7554,13.7,4.7,7
7555,10.5,2.6,6
7556,17.7,7.3,8
7557,11.0,3.5,4
7558,10.4,2.7,10
7559,9.5,1.9,2
7560,8.6,1.3,4
7561,7.7,1.9,7
7562,12.3,1.7,2
7563,14.1,4.4,1
7564,7.7,2.2,1
7565,6.9,1.6,3
7566,16.4,5.6,7
7567,15.5,2.7,9
7568,14.6,1.8,1
7569,13.7,1.3,4
7570,13.2,3.6,10
7571,12.3,2.4,2
7572,11.4,1.5,4
7573,18.6,1.8,7
7574,17.8,7.9,9
7575,16.9,5.8,1
7576,6.4,4.2,3
7577,10.5,3.8,4
7578,13.7,4.2,4
7579,12.8,2.5,6
7580,11.9,1.3,8
7581,7.7,0.2,5
7582,6.8,4.6,8
7583,16.0,3.5,4
7584,15.1,2.3,6
7585,14.2,1.5,8
7586,9.2,4.3,3
7587,8.3,2.5,6
7588,10.0,5.3,5
7589,9.1,3.8,7
7590,8.2,2.0,10
7591,17.4,7.0,5
7592,16.5,5.1,8
7593,5.1,2.8,2
7594,4.2,0.8,5
7595,9.1,4.7,3
7596,10.5,7.5,9
7597,9.6,5.9,2
7598,8.2,3.8,10
7599,7.3,5.7,2
