No,íÁëÃâÑí∑,íÁëÃïù,ç∂âEï«ëÃçÇÇ≥,ñÓî¬ÇÃëSí∑,ç™ì¸ÇÍê[Ç≥,íÜãlìyìVí[çÇÇ≥,íÁäOãÊä‘ínï\ñ ,íÁì‡ãÊä‘ínï\ñ ,à¯í£çﬁä‘äu,à¯í£çﬁà íu,ç›óàínî’èdó ,ç›óàínî’ãÊï™,ç›óàínî’Níl,ç›óàínî’ñÄéCäp,ç›óàínî’îSíÖóÕ,ç›óàínî’ïœå`åWêî,íÜãlÇﬂèdó ,íÜãlÇﬂãÊï™,íÜãlÇﬂNíl,íÜãlÇﬂñÄéCäp,íÜãlÇﬂîSíÖóÕ,ñÓî¬å^,ñÓî¬çﬁóø,à¯í£çﬁíºåa,à¯í£çﬁçﬁóøî‘çÜ,ï†ãNÇµçﬁéø,ï†ãNÇµî‘çÜ,íÁäOë§êÖà _èÌéû,íÁì‡ë§êÖà _èÌéû,íÁäOë§êÖà _ínêkéû,íÁì‡ë§êÖà _ínêkéû, êkìx
27555,27,11.9,5.7,13.4,7.7,5.6,0.2,0,0.8,4.7,15, _Sandy,1,6,5,198400,20, _Clay,30,24,269,3, _SY295,87,0,0,5,0.5,0,4.7,0,0.1
27558,12,7.7,8.8,13.4,4.6,8.7,2.3,0,0.8,4.4,16, _Sandy,31,3,14,98200,16, _Clay,5,41,89,5, _SY295,30,1,0,9,5.7,0,4.5,0,0.2
27567,10,8.1,9.7,14.7,5,9.6,4,0,0.8,7.9,19, _Clay,19,39,43,195600,12, _Sandy,30,3,149,4, _SY295,54,1,0,1,9.4,0,9.3,0,0.4
27580,13,4.1,7.2,12.1,4.9,7.1,2.8,0,1.6,3.2,14, _Sandy,43,23,294,52800,12, _Sandy,9,25,92,4, _SY390,49,1,1,8,5.1,0,3.4,0,0.3
27585,21,7.2,9.3,14.3,5,9.2,0,3,0.8,6.9,14, _Clay,46,45,187,170400,11, _Sandy,27,19,93,3, _SY295,78,0,1,7,6.4,2.5,7.6,2.9,0.3
27600,22,9.6,7.1,16.3,9.2,7,0.9,0,0.8,5.5,12, _Clay,28,44,70,47200,16, _Sandy,9,28,153,3, _SY390,50,0,1,10,2.8,0,3.1,0,0.4
27602,17,8.1,3.2,9,5.8,3.1,0.7,0,1.6,1.7,19, _Sandy,23,27,244,166200,14, _Clay,27,33,214,5, _SY295,62,0,0,1,1.6,0,2.9,0,0.3
27610,11,7.2,6.9,16.8,9.9,6.8,2.7,0,0.8,6.5,18, _Clay,0,3,235,124500,20, _Clay,41,2,273,4, _SY295,71,0,0,4,3.2,0,6.5,0,0.3
27634,17,4.9,2.6,9,6.4,2.5,0,0.8,0.8,1.7,11, _Clay,22,38,252,19300,16, _Sandy,6,23,277,3, _SY295,41,0,1,2,2.2,0.4,1.2,0.3,0.1
27641,14,11.9,2.3,10.9,8.6,2.2,0.6,0,0.8,1.1,14, _Sandy,15,1,2,77200,19, _Clay,5,19,94,5, _SY295,80,1,1,8,1.7,0,0.8,0,0.4
27648,14,6,3,7.7,4.7,2.9,0.6,0,1.6,2.4,14, _Clay,45,22,97,155000,11, _Clay,27,39,37,4, _SY390,62,1,0,5,2.7,0,1.3,0,0.5
27650,30,4.5,7.2,8.5,1.3,7.1,2.4,0,0.8,4.8,12, _Sandy,39,5,271,75000,19, _Sandy,45,44,97,5, _SY390,74,0,0,7,7,0,6.5,0,0.4
27661,17,8.5,7.3,13.6,6.3,7.2,2.3,0,0.8,4.8,20, _Clay,21,24,69,171800,17, _Sandy,30,5,35,3, _SY390,72,1,1,6,7,0,6.4,0,0.4
27674,25,6,8.6,18.2,9.6,8.5,1.6,0,1.6,3.1,18, _Clay,50,26,145,109100,20, _Clay,41,22,217,5, _SY295,55,0,1,1,4.9,0,5.1,0,0.4
27678,19,4.2,6.3,15,8.7,6.2,2.5,0,1.6,3.8,18, _Clay,49,5,232,88100,16, _Clay,38,25,39,4, _SY390,29,0,0,4,3.4,0,3.1,0,0.4
27680,29,7.9,5.4,9.1,3.7,5.3,1.3,0,1.6,4.9,14, _Clay,43,33,0,87500,18, _Sandy,48,24,217,3, _SY390,68,1,1,2,4.7,0,3.5,0,0.2
27683,14,3.6,8.4,9.1,0.7,8.3,3.8,0,0.8,5.7,15, _Clay,22,30,10,186300,13, _Clay,23,41,37,5, _SY390,76,1,0,6,5.2,0,4.1,0,0.3
27689,17,5.5,5.1,9.5,4.4,5,0,0,0.8,0.9,20, _Clay,16,38,164,164800,12, _Sandy,30,43,37,3, _SY390,89,0,0,6,3.3,0,0.5,0,0.1
27693,24,7.8,9.4,18.6,9.2,9.3,1,0,0.8,3.7,20, _Clay,41,18,153,104100,11, _Clay,31,26,101,3, _SY295,83,0,1,6,6.6,0,3.8,0,0.2
27717,10,6.6,9.6,17.7,8.1,9.5,0.7,0,1.6,7.8,20, _Clay,36,7,163,118100,19, _Clay,34,16,281,3, _SY295,60,0,0,3,6,0,9.1,0,0.4
27733,24,6.1,6.1,9.1,3,6,0,2.9,0.8,5.2,12, _Sandy,2,20,182,173700,12, _Clay,23,37,101,5, _SY390,28,1,1,7,5.3,0.6,4.6,2,0.1
27737,21,5.7,9.2,17.3,8.1,9.1,0.8,0,1.6,6.9,15, _Sandy,12,14,7,92900,18, _Clay,31,33,224,5, _SY295,83,1,1,9,2.5,0,7.1,0,0.4
27748,26,1.9,5.1,10.5,5.4,5,2.3,0,0.8,3.9,19, _Sandy,30,1,45,90100,20, _Sandy,31,12,105,3, _SY390,50,0,1,5,2.5,0,4.7,0,0.2
27760,28,4.4,9.4,16.5,7.1,9.3,0.5,0,1.6,2.9,15, _Sandy,7,3,16,106900,16, _Clay,34,22,103,3, _SY390,60,0,0,6,1.7,0,3.8,0,0.1
27761,15,6.9,4,13.3,9.3,3.9,0.2,0,0.8,3.4,14, _Clay,28,31,93,186100,17, _Sandy,5,8,105,3, _SY295,26,1,0,5,1.8,0,2.1,0,0.5
27768,22,3.6,5,6.5,1.5,4.9,0,0.1,1.6,3.9,14, _Clay,36,25,6,65100,12, _Clay,48,36,163,5, _SY295,69,0,1,9,4.4,0,2,0,0.1
27779,10,1,6.3,11.1,4.8,6.2,0,0.3,1.6,3.3,12, _Clay,13,26,83,2500,14, _Sandy,8,8,45,3, _SY390,52,1,1,4,2.8,0,0.6,0,0.1
27813,10,11.8,3.6,4.3,0.7,3.5,0,1.6,0.8,1.9,12, _Clay,42,34,295,33800,17, _Clay,4,10,46,5, _SY390,66,0,0,5,3.2,0.6,3.2,1.5,0.4
27822,30,5.7,5.8,14.8,9,5.7,1.9,0,1.6,2.6,15, _Clay,26,8,3,170700,17, _Clay,5,28,50,4, _SY390,76,0,1,3,4.9,0,2.2,0,0.1
27825,15,1.4,8.8,14.7,5.9,8.7,0.5,0,0.8,5.5,15, _Clay,5,5,13,70500,12, _Clay,31,45,170,3, _SY295,85,0,1,7,2.7,0,5.5,0,0.2
27828,25,5,7.9,8.8,0.9,7.8,0,0.8,1.6,2.5,11, _Sandy,50,33,81,69900,15, _Clay,41,44,47,5, _SY295,58,1,1,4,6.7,0.7,7.8,0.2,0.5
27866,13,12.6,7.1,9.4,2.3,7,0,2.1,0.8,4.8,19, _Sandy,22,3,254,199200,11, _Clay,1,9,231,4, _SY295,57,1,0,9,2.5,0.8,6.7,1.3,0.3
27889,13,2.3,5.8,12.6,6.8,5.7,0,1.6,0.8,2.1,19, _Sandy,43,38,166,173500,12, _Clay,8,24,52,4, _SY295,54,1,1,3,2.6,0.2,2.1,1.3,0.5
27890,24,12.6,4.6,11.7,7.1,4.5,0,1.4,1.6,4,13, _Sandy,27,7,1,153300,20, _Sandy,15,36,112,5, _SY390,50,1,1,6,3.5,0.3,1.7,0.9,0.2
27902,19,6.1,7.4,12.2,4.8,7.3,0,2.4,0.8,5.2,20, _Sandy,30,8,175,130300,19, _Clay,22,28,52,4, _SY295,80,0,0,4,7.1,0.4,3.3,0.5,0.2
27917,17,13.6,9.1,10.4,1.3,9,0,0.2,1.6,5.2,13, _Sandy,47,21,0,106600,17, _Clay,19,10,55,5, _SY390,87,0,0,3,5.6,0.1,8.7,0.1,0.5
27921,18,7.9,8.2,12.6,4.4,8.1,0,1.8,1.6,6.1,12, _Clay,21,1,184,125400,11, _Clay,12,32,236,5, _SY295,41,1,0,8,2.7,1.1,1.9,0,0.5
27939,24,12.4,9.3,19.1,9.8,9.2,4,0,0.8,4.6,13, _Sandy,42,10,9,120500,16, _Clay,22,45,235,3, _SY295,64,0,1,10,6.8,0,7,0,0.2
27943,25,6.7,8.4,11.8,3.4,8.3,2.2,0,0.8,3.5,11, _Clay,16,35,193,139300,19, _Sandy,15,22,115,3, _SY295,84,0,1,5,2.6,0,6.1,0,0.2
27946,11,2.5,3.3,13.2,9.9,3.2,1.5,0,1.6,2.5,12, _Sandy,46,32,203,39100,14, _Clay,41,39,236,4, _SY390,26,1,1,9,2.4,0,1.8,0,0.3
27961,12,4.8,9.2,13.7,4.5,9.1,1.6,0,1.6,7.5,20, _Sandy,28,30,86,114900,19, _Sandy,22,3,296,5, _SY390,64,1,1,1,3.9,0,7.5,0,0.3
27965,13,12.2,8.3,15.9,7.6,8.2,0,0,1.6,7.4,19, _Clay,2,10,270,133700,13, _Clay,15,25,177,5, _SY295,84,1,1,7,6.9,0,7,0,0.3
27971,26,3.7,6.3,7.8,1.5,6.2,2.7,0,0.8,5.5,11, _Clay,11,4,289,132300,13, _Sandy,15,15,117,3, _SY390,35,1,0,5,5.5,0,5.9,0,0.4
27977,10,12.4,2.7,3.7,1,2.6,0,0.3,1.6,2,14, _Sandy,46,43,211,91200,17, _Sandy,19,30,299,3, _SY295,71,1,1,10,2.6,0.2,1.6,0,0.1
27996,11,1.3,2,9.7,7.7,1.9,0,0.7,0.8,1.2,14, _Clay,32,38,6,27100,20, _Clay,31,36,121,5, _SY390,71,1,1,3,1.2,0.4,1,0.1,0.3
28012,22,7.3,6.9,13.7,6.8,6.8,0.7,0,1.6,1.8,17, _Clay,8,20,258,102300,17, _Sandy,22,44,59,5, _SY390,81,1,0,3,5.5,0,2.3,0,0.1
28013,30,9.8,9.7,18.8,9.1,9.6,0.9,0,1.6,8,16, _Sandy,28,3,35,181600,18, _Sandy,45,29,61,3, _SY390,47,0,0,2,1.6,0,4.3,0,0.1
28042,24,11.7,3.9,12,8.1,3.8,0.4,0,1.6,3.3,15, _Sandy,27,14,238,114100,15, _Clay,15,14,242,5, _SY295,53,0,1,8,0.4,0,2.5,0,0.3
28053,25,13.2,3.8,11.2,7.4,3.7,1.3,0,0.8,2.7,14, _Clay,31,15,217,11700,20, _Sandy,30,11,65,4, _SY390,55,0,0,1,3.2,0,3.4,0,0.4
28055,27,7.7,9.5,17.5,8,9.4,0.8,0,0.8,3.2,11, _Clay,50,43,188,170400,15, _Sandy,45,35,184,5, _SY390,48,0,0,5,6.1,0,7.8,0,0.3
28064,20,6.6,6.6,11.6,5,6.5,2.2,0,0.8,3.6,11, _Clay,33,17,91,187800,19, _Sandy,38,2,5,3, _SY390,85,0,1,9,2.5,0,6.3,0,0.4
28071,13,5.5,3.7,5.7,2,3.6,0.3,0,1.6,1.5,12, _Sandy,16,36,294,6100,14, _Clay,30,14,127,3, _SY390,55,1,0,3,2.2,0,0.5,0,0.5
28075,25,3.7,8.5,15.7,7.2,8.4,1.3,0,0.8,5.5,14, _Clay,30,1,33,164200,11, _Sandy,4,38,123,4, _SY390,87,1,0,5,8.1,0,4.2,0,0.2
28077,24,3.4,10,19.8,9.8,9.9,2.6,0,1.6,3.3,16, _Clay,35,43,246,24300,19, _Sandy,33,35,185,5, _SY390,49,1,1,6,7.5,0,6.4,0,0.3
28083,29,12.1,6.5,15.8,9.3,6.4,0.5,0,0.8,0.8,19, _Sandy,19,37,167,182200,13, _Clay,37,5,67,5, _SY295,85,1,1,1,5.6,0,1.4,0,0.5
28087,29,13,4.4,9,4.6,4.3,0.1,0,1.6,2,18, _Sandy,48,34,71,161400,13, _Clay,4,17,4,5, _SY390,54,1,0,1,3.6,0,2.3,0,0.4
28096,20,4.3,3.9,4.9,1,3.8,0.2,0,0.8,3.1,12, _Clay,11,25,3,20100,12, _Clay,33,4,6,4, _SY390,32,1,0,10,2,0,2.7,0,0.2
28105,14,3.4,7.5,12.5,5,7.4,1.6,0,1.6,4.1,20, _Clay,40,2,293,177400,18, _Clay,48,18,66,3, _SY295,42,0,1,2,3,0,5.6,0,0.2
28124,13,5.3,8.3,13,4.7,8.2,1.1,0,0.8,4.9,12, _Clay,31,39,1,172400,19, _Sandy,37,22,249,4, _SY295,69,0,0,7,4.2,0,4.8,0,0.5
28138,20,9.1,9.9,12.5,2.6,9.8,2.2,0,0.8,2.6,12, _Sandy,18,10,11,129200,16, _Sandy,1,26,249,4, _SY295,29,1,0,7,3.3,0,6.7,0,0.1
28142,17,2.1,3.7,13.2,9.5,3.6,0.2,0,0.8,1.3,17, _Clay,33,20,156,8900,19, _Clay,33,10,129,3, _SY295,33,1,0,3,0.2,0,0.5,0,0.4
28148,29,6.8,9.7,13,3.3,9.6,4.7,0,1.6,5.9,19, _Sandy,42,14,175,7500,20, _Clay,33,45,69,4, _SY390,50,0,1,1,9.5,0,5.4,0,0.5
28156,20,11.2,9.2,18.5,9.3,9.1,0.3,0,1.6,5.9,12, _Clay,5,5,107,65200,19, _Sandy,12,32,71,3, _SY390,28,0,1,10,5.8,0,3.1,0,0.3
28165,30,8.9,9,19,10,8.9,2.6,0,1.6,7.8,18, _Clay,28,10,271,142400,13, _Clay,45,6,192,3, _SY295,49,1,0,5,5.4,0,8.2,0,0.2
28179,23,8.7,4,6.4,2.4,3.9,0,1.4,1.6,2.2,18, _Clay,40,25,78,139000,17, _Clay,4,29,250,3, _SY390,55,1,0,8,3.7,1.1,2.3,1,0.3
28183,30,11,8.2,15.3,7.1,8.1,0.8,0,0.8,4.3,18, _Clay,15,5,67,78300,16, _Sandy,5,13,14,3, _SY390,49,1,1,8,7.5,0,5.2,0,0.4
28222,20,13.1,5,14.1,9.1,4.9,1.7,0,0.8,3.1,13, _Sandy,7,4,210,167300,18, _Sandy,30,2,16,3, _SY390,41,1,1,8,4.9,0,3.3,0,0.5
28225,13,4.9,9.5,19.5,10,9.4,0,4.4,1.6,8.7,12, _Sandy,11,1,17,106800,20, _Clay,1,39,195,5, _SY295,30,1,0,4,5.4,4.1,6.6,0.3,0.5
28235,16,6.5,7.8,14.6,6.8,7.7,0,2.8,1.6,3.5,20, _Sandy,10,6,84,144400,17, _Sandy,37,38,257,5, _SY295,71,1,0,6,4.1,1.3,5.7,0.1,0.4
28255,12,8.2,7.7,10.5,2.8,7.6,0,1.3,1.6,3.4,14, _Sandy,15,29,46,119400,20, _Clay,4,18,15,3, _SY390,90,1,0,9,1.7,0.6,2,0.6,0.4
28282,28,2.9,3.8,6.1,2.3,3.7,0,1.2,0.8,1.8,12, _Sandy,26,29,112,53100,12, _Clay,5,4,140,5, _SY390,83,1,1,1,3.4,0,2.6,0.7,0.5
28286,29,3.8,9.8,17,7.2,9.7,0,4.4,1.6,7.6,11, _Clay,4,26,16,32400,12, _Clay,22,16,78,5, _SY295,53,1,0,1,8.9,1.4,9.3,0.1,0.5
28292,20,8.4,7.7,8.7,1,7.6,0,1.4,0.8,4.8,13, _Sandy,13,20,35,31000,13, _Sandy,22,5,18,5, _SY390,69,1,1,9,6.3,0.3,7.5,0.5,0.1
28299,28,11.6,9.9,11,1.1,9.8,0,0,1.6,1.5,13, _Clay,17,42,228,148500,12, _Clay,40,45,19,4, _SY295,32,1,1,9,7.7,0,5.7,0,0.2
28306,28,5.7,2.5,9.3,6.8,2.4,0,0.8,0.8,1.8,13, _Clay,47,18,24,27400,13, _Clay,12,20,261,3, _SY390,80,1,0,5,0.8,0.6,2,0.6,0.3
28307,18,2.9,9.4,16.5,7.1,9.3,0,3.4,1.6,6.6,16, _Sandy,31,32,159,7200,11, _Sandy,19,32,21,3, _SY295,76,1,0,8,6,3,7.8,2.2,0.5
28309,13,1.4,5.5,9.3,3.8,5.4,0,2.4,0.8,3.1,14, _Clay,26,15,33,126200,19, _Clay,37,37,82,4, _SY295,88,0,1,9,3.9,0.5,3.2,1.1,0.4
28313,10,7.6,7.3,8.3,1,7.2,0,0.7,0.8,3.8,18, _Sandy,40,26,178,5800,12, _Sandy,19,22,261,4, _SY390,27,0,1,5,3.2,0.5,5.9,0.6,0.1
28324,18,11.6,7.4,13.4,6,7.3,2.3,0,1.6,4.7,17, _Clay,22,45,276,102600,11, _Sandy,3,27,200,5, _SY390,25,1,0,5,4.1,0,6.1,0,0.1
28327,24,7.4,2.3,5.2,2.9,2.2,0.1,0,0.8,1.9,18, _Clay,1,42,285,2400,16, _Sandy,29,45,20,4, _SY295,33,0,0,9,1.9,0,0.7,0,0.2
28338,17,6.3,7.5,17.1,9.6,7.4,2.3,0,1.6,7.1,18, _Clay,35,15,188,19800,20, _Sandy,22,12,141,5, _SY295,70,1,1,3,3.9,0,4.4,0,0.3
28340,29,10.1,7.6,15.7,8.1,7.5,0,1.6,0.8,4.5,11, _Sandy,15,12,3,39100,11, _Sandy,4,35,144,3, _SY295,51,0,1,1,3.2,0.1,2.1,1.5,0.5
28348,27,4,7.3,8,0.7,7.2,0.5,0,0.8,1.9,14, _Sandy,8,20,52,97000,14, _Clay,3,31,261,5, _SY390,25,0,0,7,1.4,0,7,0,0.2
28359,24,4.2,9.8,13.4,3.6,9.7,3.2,0,0.8,3.8,19, _Clay,1,8,293,54500,19, _Clay,7,35,83,3, _SY390,78,0,1,10,4.9,0,7.5,0,0.1
28368,28,13.5,5.7,6.6,0.9,5.6,1.1,0,1.6,5.1,13, _Sandy,19,40,32,51700,20, _Sandy,7,14,264,4, _SY295,45,1,1,6,1.7,0,4.5,0,0.4
28370,23,12,9.9,17,7.1,9.8,0,0.1,0.8,5.7,20, _Clay,14,23,205,170700,18, _Clay,26,19,25,5, _SY295,57,0,0,7,2.1,0,3,0,0.3
28376,22,12.6,9.4,14.4,5,9.3,3.3,0,1.6,6.2,11, _Clay,48,17,22,10000,17, _Clay,22,28,23,3, _SY390,54,1,0,8,8.8,0,8,0,0.4
28381,20,12.2,4.3,4.8,0.5,4.2,0,0,1.6,1.9,15, _Sandy,7,11,147,128100,13, _Sandy,30,24,147,3, _SY295,43,0,1,10,1.4,0,4.2,0,0.1
28390,18,12.6,5.3,6.2,0.9,5.2,0,1.8,0.8,4.5,18, _Clay,46,2,175,26500,19, _Sandy,4,31,207,3, _SY295,68,0,0,2,4.3,0.3,3.8,0,0.3
28398,16,13,6.3,7.6,1.3,6.2,0,1.3,0.8,2.6,11, _Clay,34,37,204,123900,16, _Sandy,30,38,268,5, _SY295,27,0,0,4,2,0.6,2,0,0.5
28406,14,6.9,6,9.4,3.4,5.9,0.9,0,0.8,5.5,14, _Sandy,27,45,253,181800,19, _Clay,29,33,85,4, _SY390,67,0,0,10,0.9,0,1,0,0.3
28409,24,3.9,6.4,12.7,6.3,6.3,2.3,0,0.8,3.4,19, _Sandy,16,11,1,21700,14, _Sandy,15,43,206,3, _SY295,25,1,1,4,2.8,0,2.7,0,0.1
28412,30,12.8,9.4,12.6,3.2,9.3,0.7,0,0.8,6.8,20, _Sandy,46,8,11,120500,20, _Sandy,40,16,26,5, _SY390,33,0,1,8,6,0,6.2,0,0.1
28413,18,2.2,4,9.4,5.4,3.9,0,1.3,0.8,2.3,19, _Sandy,16,36,87,199800,20, _Sandy,11,1,28,3, _SY295,65,1,1,6,3.7,1.1,3.3,0.3,0.1
28428,23,5.8,7.2,13.1,5.9,7.1,0,0.1,1.6,2.7,11, _Clay,8,4,9,16800,16, _Sandy,4,3,90,4, _SY390,52,0,1,8,2.4,0,6.8,0,0.3
28436,25,1,4.2,8.6,4.4,4.1,0.1,0,1.6,3.5,19, _Sandy,11,25,97,14700,19, _Sandy,15,36,208,4, _SY390,42,0,0,3,3.5,0,1.6,0,0.3
28444,15,5.4,3.7,4.5,0.8,3.6,0.3,0,1.6,1.4,12, _Clay,25,16,28,72400,18, _Sandy,44,23,210,3, _SY390,86,1,0,2,2,0,2.1,0,0.1
28449,19,7.3,8.6,13.2,4.6,8.5,1.1,0,1.6,1.7,18, _Sandy,18,24,183,50900,16, _Clay,0,25,210,4, _SY390,33,0,0,3,7.4,0,5.4,0,0.4
28456,26,10.5,2.6,7.2,4.6,2.5,0.4,0,0.8,1.6,17, _Sandy,22,1,76,168400,15, _Clay,19,20,211,3, _SY295,62,0,1,2,2.2,0,0.7,0,0.4
28481,30,2.2,4.7,5.5,0.8,4.6,0,1.8,1.6,3,11, _Clay,31,1,231,62000,17, _Clay,3,39,270,3, _SY295,43,0,1,6,3.7,0.8,2.6,0.8,0.4
28486,14,10.9,9.2,19.1,9.9,9.1,2.6,0,0.8,5.1,14, _Sandy,16,40,153,20900,20, _Clay,7,9,152,4, _SY390,80,0,1,1,8.2,0,8.7,0,0.1
28487,26,8.1,8,8.6,0.6,7.9,3.2,0,1.6,4.2,17, _Sandy,0,8,288,199700,18, _Sandy,14,21,212,4, _SY295,76,1,0,3,4.4,0,7.5,0,0.3
28500,29,4.1,5.5,6,0.5,5.4,2,0,0.8,3.8,13, _Clay,23,38,239,57000,18, _Clay,44,43,154,4, _SY390,71,0,1,10,4.9,0,2.4,0,0.2
28506,25,10,8.8,18.7,9.9,8.7,2.7,0,0.8,4.5,19, _Clay,43,1,296,194800,19, _Sandy,4,26,95,5, _SY390,37,1,0,7,5.4,0,7.2,0,0.1
28512,24,10.6,8.3,16,7.7,8.2,2.9,0,1.6,4.1,20, _Clay,26,40,113,34100,17, _Sandy,0,35,94,3, _SY390,34,0,0,8,3.6,0,4,0,0.2
28514,23,10.4,9.8,10.5,0.7,9.7,4.5,0,0.8,8,12, _Clay,31,37,25,93200,15, _Sandy,30,32,156,5, _SY390,62,1,0,9,9,0,6.2,0,0.3
28517,30,6.2,4.7,11.9,7.2,4.6,0.8,0,0.8,1.5,13, _Sandy,10,34,35,192000,11, _Sandy,4,5,276,3, _SY295,70,0,0,3,2,0,4.1,0,0.3
28524,24,5.4,8.4,10.1,1.7,8.3,2.8,0,1.6,6.6,11, _Sandy,39,10,25,150200,17, _Sandy,18,19,36,5, _SY390,79,0,0,6,3.3,0,7.6,0,0.3
28529,25,12.7,7.5,12.3,4.8,7.4,1.2,0,1.6,6.2,20, _Sandy,12,35,209,169000,20, _Sandy,11,41,216,5, _SY295,34,0,0,2,5.1,0,7.1,0,0.3
28540,21,6.4,8.8,18.3,9.5,8.7,0,3.9,0.8,4.1,15, _Clay,10,40,170,86900,11, _Clay,40,35,95,3, _SY390,35,0,1,9,4.8,0.5,8.4,1.9,0.2
28542,20,6.2,2.3,4.8,2.5,2.2,0.3,0,1.6,1.2,17, _Sandy,15,37,83,146000,20, _Clay,18,32,157,4, _SY390,63,0,1,10,2.1,0,0.3,0,0.3
28556,27,10,3.9,13.9,10,3.8,0,0.4,1.6,3.5,18, _Clay,2,7,92,102900,16, _Clay,33,36,157,4, _SY295,89,1,1,10,2.5,0.2,0.7,0.2,0.4
28572,11,13.6,7,7.9,0.9,6.9,0,2,1.6,6.5,20, _Clay,45,20,14,118900,12, _Clay,26,37,218,5, _SY390,76,0,1,2,2.1,0.6,3.3,1.6,0.2
28591,18,11.4,9.3,13.8,4.5,9.2,4.2,0,0.8,4.6,11, _Sandy,11,12,119,153600,20, _Sandy,11,16,160,4, _SY295,84,0,1,9,9.1,0,6.8,0,0.4
28614,29,11.4,6.8,16.2,9.4,6.7,0,1.3,0.8,3.5,15, _Sandy,16,15,167,107700,19, _Clay,25,44,41,5, _SY390,77,0,1,5,4.3,0.6,5.1,0.7,0.4
28655,10,10.8,2.4,4.5,2.1,2.3,0,0,0.8,0.5,12, _Sandy,43,28,146,176500,18, _Sandy,7,45,103,3, _SY295,66,1,0,7,0,0,1.3,0,0.2
28660,23,2.3,8.5,14,5.5,8.4,0,2,1.6,2.8,14, _Sandy,1,22,165,175100,19, _Sandy,7,35,44,3, _SY295,82,1,1,5,8.3,0.6,6.1,1.5,0.3
28662,25,10,6.1,12.2,6.1,6,0,1.9,1.6,4.8,11, _Sandy,21,5,137,134800,14, _Clay,21,14,163,5, _SY295,75,1,1,10,5.2,1,4.4,0.9,0.2
28686,16,3.4,4.8,14.1,9.3,4.7,0,2.1,1.6,4,15, _Sandy,22,36,164,128400,16, _Clay,11,8,287,3, _SY295,53,0,1,2,4.5,1.9,3.4,1.2,0.1
28688,22,12.2,7.8,14,6.2,7.7,0,0.4,0.8,2.2,15, _Sandy,1,33,173,28200,12, _Clay,37,25,107,5, _SY390,61,1,1,6,3.2,0.1,0.4,0.1,0.2
28693,10,2.5,8.5,12.2,3.7,8.4,0,2.1,0.8,4.3,13, _Clay,50,13,154,86700,12, _Clay,25,22,46,5, _SY390,62,0,0,5,6.4,0.1,5.2,1.3,0.1
28695,30,2.3,10,16.3,6.3,9.9,0,3.7,0.8,8.6,15, _Sandy,4,10,67,145800,20, _Clay,4,20,108,4, _SY295,90,0,1,6,6.1,2.1,7.5,1.5,0.2
28700,25,1.7,4,11.8,7.8,3.9,0,0.2,1.6,3.3,12, _Sandy,28,35,145,45000,18, _Sandy,40,36,106,5, _SY390,71,0,1,7,1.8,0,2.1,0.1,0.1
28718,18,7.8,9.9,10.8,0.9,9.8,0,3.2,1.6,6.7,12, _Clay,41,30,143,140200,14, _Sandy,4,23,170,3, _SY390,90,1,1,8,4.2,0.6,8.6,2.5,0.3
28727,16,8.2,2.8,4.1,1.3,2.7,0,0.4,1.6,2.3,15, _Sandy,29,21,172,38600,20, _Sandy,29,30,230,3, _SY390,49,1,1,10,1.7,0.2,1.3,0.3,0.5
28746,30,2.1,6.6,15.5,8.9,6.5,0,0.3,0.8,0.5,15, _Sandy,20,13,74,113000,16, _Sandy,11,28,231,4, _SY390,37,1,0,10,2,0.2,0.7,0.1,0.2
28778,16,8,7.5,11.5,4,7.4,0,2.6,0.8,3.2,15, _Sandy,44,24,180,5800,16, _Clay,36,38,53,4, _SY295,62,0,1,4,4.8,2,6.8,1.8,0.5
28783,15,8.6,6.9,8.7,1.8,6.8,0.2,0,1.6,0.5,16, _Sandy,27,18,296,44100,14, _Sandy,32,2,52,5, _SY295,59,0,1,4,1.1,0,2.4,0,0.1
28786,22,4.4,9.9,18.3,8.4,9.8,2.5,0,0.8,6,17, _Sandy,7,15,6,142900,20, _Sandy,7,19,172,3, _SY295,68,1,0,8,7,0,8.8,0,0.2
28789,15,2.7,7.6,15.1,7.5,7.5,0,3.1,0.8,5.7,17, _Sandy,6,40,92,122000,16, _Clay,4,22,294,3, _SY390,41,0,0,1,4.8,2.8,5.4,0.6,0.2
28790,27,13,6.4,14.3,7.9,6.3,0,2.8,1.6,4.3,20, _Clay,42,9,228,101800,13, _Sandy,11,34,54,4, _SY295,38,0,0,3,5.6,0.1,4.5,0.1,0.4
28796,13,9.7,7.3,17,9.7,7.2,1.7,0,0.8,3.5,20, _Clay,50,2,141,179800,19, _Sandy,3,18,111,5, _SY390,81,1,1,7,3.1,0,3.8,0,0.4
28804,28,2.3,4.1,6.5,2.4,4,1.1,0,1.6,2.7,18, _Clay,23,7,111,177600,18, _Clay,44,43,114,5, _SY295,75,0,1,6,2.7,0,1.4,0,0.4
28814,19,7.6,9.6,13.3,3.7,9.5,2.5,0,1.6,5.4,11, _Sandy,16,40,247,15600,17, _Sandy,39,41,54,3, _SY390,89,0,1,4,3.9,0,7,0,0.2
28825,26,11.4,3.1,4.8,1.7,3,1,0,1.6,2.6,11, _Clay,2,10,256,171400,14, _Sandy,3,45,54,3, _SY390,49,1,1,5,2.8,0,2.4,0,0.3
